id,name,lastname,price,flycode,typePassenger,statusFlight
802,Sheilah,Guzman,42000,FR5678G,ExecutiveClass,En Horario
803,Lazaro,Henriquez,10000,FR5678G,ExecutiveClass,En Horario
804,Earle,Saavedra,30000,FR5678G,ExecutiveClass,En Horario
805,Fred,Navarro,25000,FR5678G,EconomyClass,En Horario
806,Almira,Aguilera,42000,FR5678G,EconomyClass,En Horario
807,Wini,Parra,37000,FR5678G,EconomyClass,En Horario
808,Emanuel,Romero,30000,FR5678G,EconomyClass,En Horario
809,Obadias,Aravena,10000,FR5678G,EconomyClass,En Horario
810,Efrem,Vargas,20000,FR5678G,EconomyClass,En Horario
811,Susi,Vazquez,18000,FR5678G,EconomyClass,En Horario
812,Maxy,Caceres,15000,FR5678G,EconomyClass,En Horario
813,Agnes,Yanez,42000,FR5678G,EconomyClass,En Horario
814,Obadiah,Leiva,12000,FR5678G,EconomyClass,En Horario
815,Lefty,Escobar,50000,FR5678G,EconomyClass,En Horario
816,Michele,Ruiz,42000,FR5678G,EconomyClass,En Horario
817,Cynthia,Valdes,25000,FR5678G,EconomyClass,En Horario
818,Hyatt,Vidal,20000,FR5678G,EconomyClass,En Horario
819,Roch,Salinas,33000,FR5678G,EconomyClass,En Horario
820,Mag,Zuniga,12000,FR5678G,EconomyClass,En Horario
821,Trevor,Pena,10000,FR5678G,EconomyClass,En Horario
822,Jefferey,Godoy,10000,FR5678G,EconomyClass,En Horario
823,Tania,Lagos,42000,FR5678G,EconomyClass,En Horario
824,Mercie,Maldonado,42000,FR5678G,EconomyClass,En Horario
825,Andrei,Bustos,10000,FR5678G,EconomyClass,En Horario
826,Yetta,Medina,25000,FR5678G,EconomyClass,En Horario
827,Angeli,Pino,20000,FR5678G,EconomyClass,En Horario
828,Norbert,Palma,20000,FR5678G,EconomyClass,En Horario
829,Conan,Moreno,20000,FR5678G,EconomyClass,En Horario
830,Cale,Sanhueza,50000,FR5678G,EconomyClass,En Horario
831,Christina,Carvajal,37000,FR5678G,EconomyClass,En Horario
832,Olivier,Navarrete,20000,FR5678G,EconomyClass,En Horario
833,Oby,Saez,12000,FR5678G,EconomyClass,En Horario
834,Chad,Alvarado,15000,FR5678G,EconomyClass,En Horario
835,Adelle,Donoso,10000,FR5678G,EconomyClass,En Horario
836,Keene,Poblete,25000,FR5678G,EconomyClass,En Horario
837,Corrina,Bustamante,50000,FR5678G,EconomyClass,En Horario
838,Hashim,Toro,50000,FR5678G,EconomyClass,En Horario
839,Oralia,Ortega,10000,FR5678G,EconomyClass,En Horario
840,Wadsworth,Venegas,30000,FR5678G,EconomyClass,En Horario
841,Shelley,Guerrero,15000,FR5678G,EconomyClass,En Horario
842,Irv,Mendoza,15000,FR5678G,EconomyClass,En Horario
843,Grant,Farias,33000,FR5678G,EconomyClass,En Horario
844,Bella,San Martin,18000,FR5678G,EconomyClass,En Horario
845,Yardley,Gonzalez,50000,FR5678G,EconomyClass,En Horario
846,Brendin,Fernandez,10000,FR5678G,EconomyClass,En Horario
847,Estella,Rodriguez,42000,FR5678G,EconomyClass,En Horario
848,Rasia,Lopez,37000,FR5678G,EconomyClass,En Horario
849,Gibb,Martinez,20000,FR5678G,EconomyClass,En Horario
850,Amanda,Sanchez,37000,FR5678G,EconomyClass,En Horario
851,Sidoney,Perez,20000,FR5678G,EconomyClass,En Horario
852,Giacopo,Gomez,18000,FR5678G,EconomyClass,En Horario
853,Eve,Martin,12000,FR5678G,EconomyClass,En Horario
854,Levon,Jimenez,25000,FR5678G,EconomyClass,En Horario
855,Vassili,Ruiz,33000,FR5678G,EconomyClass,En Horario
856,Henrieta,Hernandez,30000,FR5678G,EconomyClass,En Horario
857,Devlen,Diaz,37000,FR5678G,EconomyClass,En Horario
858,Ophelie,Moreno,37000,FR5678G,EconomyClass,En Horario
859,Abramo,alvarez,37000,FR5678G,EconomyClass,En Horario
860,Fair,Munoz,37000,FR5678G,EconomyClass,En Horario
861,Pietrek,Romero,25000,FR5678G,EconomyClass,En Horario
862,Holden,Alonso,50000,FR5678G,EconomyClass,En Horario
863,Cherish,Gutierrez,42000,FR5678G,EconomyClass,En Horario
864,Alonzo,Navarro,12000,FR5678G,EconomyClass,En Horario
865,Devonna,Torres,18000,FR5678G,EconomyClass,En Horario
866,Rubi,Dominguez,18000,FR5678G,EconomyClass,En Horario
867,Emmanuel,Vazquez,30000,FR5678G,EconomyClass,En Horario
868,Trumaine,Ramos,42000,FR5678G,EconomyClass,En Horario
869,Malory,Gonzalez,42000,FR5678G,EconomyClass,En Horario
870,Pearla,Munoz,33000,FR5678G,EconomyClass,En Horario
871,Phelia,Rojas,33000,FR5678G,EconomyClass,En Horario
872,Madonna,Diaz,10000,FR5678G,EconomyClass,En Horario
873,Thomasa,Perez,18000,FR5678G,EconomyClass,En Horario
874,Estella,Soto,20000,FR5678G,EconomyClass,En Horario
875,Saw,Contreras,15000,FR5678G,EconomyClass,En Horario
876,Cecil,Silva,37000,FR5678G,EconomyClass,En Horario
877,Mac,Martinez,25000,FR5678G,EconomyClass,En Horario
878,Ralf,Sepulveda,12000,FR5678G,EconomyClass,En Horario
879,Barbey,Morales,12000,FR5678G,EconomyClass,En Horario
880,Josi,Rodriguez,18000,FR5678G,EconomyClass,En Horario
881,Kenna,Lopez,25000,FR5678G,EconomyClass,En Horario
882,Rina,Fuentes,25000,FR5678G,EconomyClass,En Horario
883,Callida,Hernandez,33000,FR5678G,EconomyClass,En Horario
884,Lona,Torres,30000,FR5678G,EconomyClass,En Horario
885,Jan,Araya,18000,FR5678G,EconomyClass,En Horario
886,Bailey,Flores,30000,FR5678G,EconomyClass,En Horario
887,Guillermo,Espinoza,42000,FR5678G,EconomyClass,En Horario
888,Katlin,Valenzuela,25000,FR5678G,EconomyClass,En Horario
889,Flo,Castillo,42000,FR5678G,EconomyClass,En Horario
890,Madel,Tapia,12000,FR5678G,EconomyClass,En Horario
891,Conant,Reyes,37000,FR5678G,EconomyClass,En Horario
892,Devland,Gutierrez,10000,FR5678G,EconomyClass,En Horario
893,Annamarie,Castro,20000,FR5678G,EconomyClass,En Horario
894,Gabbie,Pizarro,42000,FR5678G,EconomyClass,En Horario
895,Frasquito,alvarez,15000,FR5678G,EconomyClass,En Horario
896,Oberon,Vasquez,15000,FR5678G,EconomyClass,En Horario
897,Gabriell,Sanchez,10000,FR5678G,EconomyClass,En Horario
898,Ki,Fernandez,30000,BR3456J,FirstClass,Demorado
899,Martelle,Ramirez,15000,BR3456J,FirstClass,Demorado
900,Riccardo,Carrasco,42000,BR3456J,FirstClass,Demorado
901,Shaughn,Gomez,50000,BR3456J,FirstClass,Demorado
902,Coral,Cortes,18000,BR3456J,FirstClass,Demorado
903,Judas,Herrera,10000,BR3456J,FirstClass,Demorado
904,Josiah,Nunez,12000,BR3456J,FirstClass,Demorado
905,Freda,Jara,42000,BR3456J,FirstClass,Demorado
906,Lynn,Vergara,37000,BR3456J,ExecutiveClass,Demorado
907,Tabb,Rivera,50000,BR3456J,ExecutiveClass,Demorado
908,Brittany,Figueroa,18000,MM0987B,EconomyClass,En Horario
909,Leo,Riquelme,42000,MM0987B,EconomyClass,En Horario
910,Atlante,Garcia,33000,MM0987B,EconomyClass,En Horario
911,Maurie,Miranda,50000,MM0987B,EconomyClass,En Horario
912,Oren,Bravo,20000,MM0987B,EconomyClass,En Horario
913,Anetta,Vera,10000,MM0987B,EconomyClass,En Horario
914,Curry,Molina,20000,MM0987B,EconomyClass,En Horario
915,Tyrone,Vega,15000,MM0987B,EconomyClass,En Horario
916,Saunder,Campos,37000,MM0987B,EconomyClass,En Horario
917,Luis,Sandoval,12000,MM0987B,EconomyClass,En Horario
918,Alysia,Orellana,37000,MM0987B,EconomyClass,En Horario
919,Calypso,Cardenas,12000,BR3456J,ExecutiveClass,Demorado
920,Gretna,Olivares,42000,BR3456J,ExecutiveClass,Demorado
921,Odie,Alarcon,20000,BR3456J,ExecutiveClass,Demorado
922,Wenda,Gallardo,12000,BR3456J,ExecutiveClass,Demorado
923,Ezekiel,Ortiz,20000,BR3456J,ExecutiveClass,Demorado
924,Orlan,Garrido,25000,BR3456J,ExecutiveClass,Demorado
925,Wittie,Salazar,37000,BR3456J,ExecutiveClass,Demorado
926,Abbie,Guzman,18000,BR3456J,EconomyClass,Demorado
927,Robinia,Henriquez,10000,BR3456J,EconomyClass,Demorado
928,Hayden,Saavedra,30000,BR3456J,EconomyClass,Demorado
929,Melody,Navarro,20000,BR3456J,EconomyClass,Demorado
930,Emory,Aguilera,37000,BR3456J,EconomyClass,Demorado
931,Callie,Parra,10000,BR3456J,EconomyClass,Demorado
932,Debby,Romero,18000,IB0800A,EconomyClass,Aterrizado
933,Gui,Aravena,20000,IB0800A,EconomyClass,Aterrizado
934,Dorette,Vargas,37000,IB0800A,EconomyClass,Aterrizado
935,Jillane,Vazquez,37000,IB0800A,EconomyClass,Aterrizado
936,Carolina,Caceres,33000,IB0800A,EconomyClass,Aterrizado
937,Randy,Yanez,15000,IB0800A,EconomyClass,Aterrizado
938,Arabel,Leiva,50000,IB0800A,EconomyClass,Aterrizado
939,Verina,Escobar,37000,IB0800A,EconomyClass,Aterrizado
940,Josefina,Ruiz,30000,IB0800A,EconomyClass,Aterrizado
941,Nina,Valdes,25000,IB0800A,EconomyClass,Aterrizado
942,Vernen,Vidal,18000,IB0800A,EconomyClass,Aterrizado
943,Loria,Salinas,25000,IB0800A,EconomyClass,Aterrizado
944,Isabeau,Zuniga,37000,BA2491A,EconomyClass,Aterrizado
945,Cherice,Pena,15000,BR3456J,EconomyClass,Demorado
946,Kimberley,Godoy,18000,BR3456J,EconomyClass,Demorado
947,Martyn,Lagos,25000,BR3456J,EconomyClass,Demorado
948,Agustin,Maldonado,25000,BR3456J,EconomyClass,Demorado
949,Clerissa,Bustos,15000,BR3456J,EconomyClass,Demorado
950,Lonna,Medina,10000,BR3456J,EconomyClass,Demorado
951,Wake,Pino,25000,BR3456J,EconomyClass,Demorado
952,Edwina,Palma,42000,MM0987B,EconomyClass,En Horario
953,Lacey,Moreno,50000,MM0987B,EconomyClass,En Horario
954,Laetitia,Sanhueza,33000,MM0987B,EconomyClass,En Horario
955,Delila,Carvajal,20000,MM0987B,EconomyClass,En Horario
956,Sioux,Navarrete,12000,MM0987B,EconomyClass,En Horario
957,Floyd,Saez,15000,MM0987B,EconomyClass,En Horario
958,Trista,Alvarado,50000,BR3456J,EconomyClass,Demorado
959,Shaughn,Donoso,15000,BR3456J,EconomyClass,Demorado
960,Zitella,Poblete,42000,BR3456J,EconomyClass,Demorado
961,Ginnie,Bustamante,15000,BR3456J,EconomyClass,Demorado
962,Burty,Toro,12000,BR3456J,EconomyClass,Demorado
963,Arley,Ortega,33000,BR3456J,EconomyClass,Demorado
964,Ansley,Venegas,37000,BR3456J,EconomyClass,Demorado
965,Kirstin,Guerrero,12000,BR3456J,EconomyClass,Demorado
966,Karon,Mendoza,10000,BR3456J,EconomyClass,Demorado
967,Esme,Farias,37000,BR3456J,EconomyClass,Demorado
968,Berenice,San Martin,10000,IB0800A,EconomyClass,Aterrizado
969,Charlie,Gonzalez,50000,IB0800A,EconomyClass,Aterrizado
970,Noach,Fernandez,12000,IB0800A,EconomyClass,Aterrizado
971,Mercedes,Rodriguez,12000,IB0800A,EconomyClass,Aterrizado
972,Sloan,Lopez,42000,IB0800A,EconomyClass,Aterrizado
973,Guglielma,Martinez,15000,IB0800A,EconomyClass,Aterrizado
974,Herrick,Sanchez,30000,IB0800A,EconomyClass,Aterrizado
975,Aleksandr,Perez,42000,IB0800A,EconomyClass,Aterrizado
976,Arlina,Gomez,33000,IB0800A,EconomyClass,Aterrizado
977,Wenonah,Martin,12000,IB0800A,EconomyClass,Aterrizado
978,Warner,Jimenez,30000,IB0800A,EconomyClass,Aterrizado
979,Libbey,Ruiz,42000,BA2491A,EconomyClass,Aterrizado
980,Brana,Hernandez,10000,BA2491A,EconomyClass,Aterrizado
981,Genevieve,Diaz,20000,BA2491A,EconomyClass,Aterrizado
982,Sharai,Moreno,10000,BA2491A,EconomyClass,Aterrizado
983,Josi,alvarez,12000,BA2491A,EconomyClass,Aterrizado
984,Pebrook,Munoz,33000,BA2491A,EconomyClass,Aterrizado
985,Erna,Romero,33000,BA2491A,EconomyClass,Aterrizado
986,Ferd,Alonso,25000,BA2491A,EconomyClass,Aterrizado
987,Mohammed,Gutierrez,42000,BA2491A,EconomyClass,Aterrizado
988,Dawn,Navarro,37000,BA2491A,EconomyClass,Aterrizado
989,Wandie,Torres,25000,BA2491A,EconomyClass,Aterrizado
990,Chiarra,Dominguez,18000,MM0987B,EconomyClass,En Horario
991,Zaccaria,Vazquez,33000,MM0987B,EconomyClass,En Horario
992,Trenna,Ramos,10000,MM0987B,EconomyClass,En Horario
993,Angelia,Moreno,50000,MM0987B,EconomyClass,En Horario
994,Raquela,alvarez,12000,MM0987B,EconomyClass,En Horario
995,Maxi,Munoz,18000,MM0987B,EconomyClass,En Horario
996,Atalanta,Romero,37000,MM0987B,EconomyClass,En Horario
997,De witt,Alonso,12000,MM0987B,EconomyClass,En Horario
998,Jaye,Gutierrez,25000,MM0987B,EconomyClass,En Horario
999,Tamarra,Navarro,15000,MM0987B,EconomyClass,En Horario
1000,Saleem,Torres,20000,MM0987B,EconomyClass,En Horario
